#Chr	Start	End	Merge	Bampudke	SA
chr1	21200001	21250000	4.18E-09	8.39E-08	2.02E-08
chr1	21250001	21300000	5.94E-09	6.47E-08	3.03E-08
chr1	21300001	21350000	2.21E-09	3.49E-08	1.79E-08
chr1	21350001	21400000	6.85E-09	6.78E-08	6.40E-09
chr1	21400001	21450000	6.93E-09	6.78E-08	3.15E-09
chr1	21450001	21500000	1.37E-08	8.76E-08	4.23E-08
chr1	21500001	21550000	1.03E-08	1.26E-08	7.71E-09
chr1	21550001	21600000	2.26E-08	6.98E-08	1.88E-08
chr1	21600001	21650000	3.39E-08	9.68E-08	2.53E-08
chr1	21650001	21700000	1.92E-08	6.47E-08	1.05E-08
chr1	21700001	21750000	2.43E-08	7.49E-09	5.15E-08
chr1	21750001	21800000	7.87E-09	2.68E-09	1.04E-08
chr1	21800001	21850000	1.29E-08	3.55E-09	2.29E-08
chr1	21850001	21900000	1.34E-08	6.89E-09	3.00E-08
chr1	21900001	21950000	1.93E-08	5.60E-09	9.91E-09
chr1	21950001	22000000	2.12E-08	5.89E-09	2.56E-08
chr1	22000001	22050000	1.78E-08	6.30E-09	1.92E-08
chr1	22050001	22100000	2.36E-08	5.85E-09	1.41E-08
chr1	22100001	22150000	1.25E-08	9.80E-09	1.16E-08
chr1	22150001	22200000	1.61E-08	7.06E-08	1.28E-08
chr1	22200001	22250000	5.17E-08	9.52E-08	1.83E-08
chr1	22250001	22300000	1.37E-08	9.61E-08	3.94E-08
chr1	22300001	22350000	1.30E-08	3.97E-08	2.72E-08
chr1	22350001	22400000	1.88E-08	3.94E-08	9.85E-09
chr1	22400001	22450000	2.58E-08	5.19E-08	3.02E-08
chr1	22450001	22500000	1.32E-08	3.85E-08	6.28E-09
chr1	22500001	22550000	1.39E-08	5.29E-08	1.46E-08
chr1	22550001	22600000	7.74E-09	5.92E-08	6.54E-09
chr1	22600001	22650000	1.77E-08	5.71E-08	4.92E-09
chr1	22650001	22700000	1.02E-08	2.48E-08	8.36E-09
chr1	22700001	22750000	1.50E-08	6.49E-08	7.19E-09
chr1	22750001	22800000	1.35E-08	4.49E-08	1.11E-08
chr1	22800001	22850000	9.59E-09	4.42E-08	1.22E-08
chr1	22850001	22900000	6.57E-09	9.63E-09	9.87E-09
chr1	22900001	22950000	6.17E-09	1.21E-08	5.34E-09
chr1	22950001	23000000	1.51E-08	1.62E-08	1.84E-08
chr1	23000001	23050000	1.46E-08	7.86E-08	2.31E-08
chr1	23050001	23100000	2.28E-08	6.58E-08	2.35E-08
chr1	23100001	23150000	6.53E-09	5.23E-08	1.28E-08
chr1	23150001	23200000	6.31E-09	5.54E-08	1.56E-09
chr1	23200001	23250000	3.30E-09	2.84E-08	1.96E-09
chr1	23250001	23300000	6.64E-09	4.39E-08	2.58E-09
chr1	23300001	23350000	6.98E-09	6.03E-08	4.82E-09
chr1	23350001	23400000	6.46E-09	4.01E-08	2.38E-09
chr1	23400001	23450000	3.58E-09	4.70E-08	1.38E-09
chr1	23450001	23500000	1.29E-09	6.36E-09	2.12E-09
chr1	23500001	23550000	2.63E-09	1.98E-08	1.37E-09
chr1	23550001	23600000	5.41E-09	1.69E-09	1.08E-09
chr1	23600001	23650000	4.29E-09	2.06E-08	2.10E-09
chr1	23650001	23700000	2.37E-08	1.13E-09	1.53E-09
chr1	23700001	23750000	4.46E-09	7.43E-11	1.53E-09
chr1	23750001	23800000	5.31E-09	2.73E-10	2.34E-09
chr1	23800001	23850000	7.61E-09	1.54E-08	1.20E-09
chr1	23850001	23900000	9.15E-09	2.79E-09	1.51E-09
chr1	23900001	23950000	6.17E-09	1.13E-08	1.59E-09
chr1	23950001	24000000	1.47E-08	3.85E-08	2.09E-09
chr1	24000001	24050000	9.25E-09	2.72E-08	1.85E-09
chr1	24050001	24100000	4.71E-09	2.72E-08	1.85E-09
chr1	24100001	24150000	2.36E-09	2.39E-08	1.88E-09
chr1	24150001	24200000	4.88E-09	2.04E-08	3.52E-09
chr1	24200001	24250000	6.66E-09	3.25E-08	4.31E-09
chr1	24250001	24300000	3.73E-09	2.53E-08	3.26E-09
chr1	24300001	24350000	8.75E-10	2.58E-08	4.13E-09
chr1	24350001	24400000	1.00E-08	2.14E-08	4.12E-09
chr1	24400001	24450000	6.96E-09	2.42E-08	4.04E-09
chr1	24450001	24500000	1.41E-08	2.21E-08	3.69E-09
chr1	24500001	24550000	9.64E-09	1.55E-08	2.29E-09
chr1	24550001	24600000	4.15E-09	1.95E-08	1.02E-09
chr1	24600001	24650000	7.92E-09	2.58E-08	1.64E-09
chr1	24650001	24700000	1.88E-08	3.16E-08	4.12E-09
chr1	24700001	24750000	7.95E-09	2.37E-08	2.82E-09
chr1	24750001	24800000	1.76E-08	2.30E-08	1.79E-09
chr1	24800001	24850000	2.16E-09	1.91E-08	1.76E-09
chr1	24850001	24900000	4.21E-09	1.71E-08	7.84E-10
chr1	24900001	24950000	6.74E-09	5.54E-08	1.91E-09
chr1	24950001	25000000	4.83E-09	2.55E-08	1.32E-09
chr1	25000001	25050000	8.98E-09	2.36E-08	5.85E-10
chr1	25050001	25100000	2.22E-09	1.01E-08	5.32E-10
chr1	25100001	25150000	5.15E-09	4.34E-09	9.63E-10
chr1	25150001	25200000	1.72E-09	1.71E-08	9.63E-10
chr1	25200001	25250000	2.88E-09	1.16E-08	2.11E-09
chr1	25250001	25300000	4.82E-09	1.31E-08	2.12E-09
chr1	25300001	25350000	6.83E-09	1.64E-09	3.92E-09
chr1	25350001	25400000	7.64E-09	1.48E-08	2.58E-09
chr1	25400001	25450000	1.78E-08	2.21E-08	2.43E-08
chr1	25450001	25500000	1.17E-08	5.05E-08	2.00E-08
chr1	25500001	25550000	1.55E-09	2.39E-08	1.82E-09
chr1	25550001	25600000	7.26E-09	4.17E-08	8.52E-09
chr1	25600001	25650000	9.68E-09	3.62E-08	8.90E-09
chr1	25650001	25700000	1.50E-08	5.05E-08	8.82E-09
chr1	25700001	25750000	1.14E-08	5.16E-08	4.30E-09
chr1	25750001	25800000	6.81E-09	2.45E-08	1.24E-08
chr1	25800001	25850000	1.21E-08	2.35E-08	2.39E-08
chr1	25850001	25900000	1.79E-08	3.06E-08	3.70E-08
chr1	25900001	25950000	7.95E-09	2.44E-08	7.65E-09
chr1	25950001	26000000	1.28E-08	1.66E-08	9.95E-09
chr1	26000001	26050000	3.29E-08	4.53E-08	2.58E-08
chr1	26050001	26100000	3.50E-08	5.27E-08	2.42E-08
chr1	26100001	26150000	2.88E-08	8.03E-08	4.41E-08
chr1	26150001	26200000	1.81E-08	5.91E-08	3.99E-08
chr1	26200001	26250000	9.60E-09	4.84E-08	3.57E-08
chr1	26250001	26300000	1.43E-08	3.30E-08	1.46E-08
chr1	26300001	26350000	2.58E-08	4.97E-08	4.73E-08
chr1	26350001	26400000	2.55E-08	7.93E-08	3.39E-08
chr1	26400001	26450000	1.00E-08	4.57E-08	1.82E-08
chr1	26450001	26500000	1.54E-08	5.60E-08	1.12E-08
chr1	26500001	26550000	1.99E-08	4.32E-08	1.09E-08
chr1	26550001	26600000	2.48E-08	9.74E-08	2.08E-08
chr1	26600001	26650000	1.01E-08	9.10E-08	3.44E-08
chr1	26650001	26700000	1.62E-08	3.83E-08	7.16E-08
chr1	26700001	26750000	1.44E-08	4.14E-08	6.63E-08
chr1	26750001	26800000	1.06E-08	5.95E-08	3.48E-08
chr1	26800001	26850000	2.08E-08	1.61E-07	4.95E-08
chr1	26850001	26900000	2.04E-08	1.20E-07	2.25E-08
chr1	26900001	26950000	2.24E-08	5.74E-08	2.23E-08
chr1	26950001	27000000	1.93E-08	5.59E-08	3.67E-08
chr1	27000001	27050000	9.22E-09	4.30E-08	2.13E-08
chr1	27050001	27100000	1.40E-08	2.90E-08	2.71E-08
chr1	27100001	27150000	1.88E-08	6.58E-08	6.68E-08
chr1	27150001	27200000	2.44E-08	6.73E-08	7.07E-08
chr1	27200001	27250000	3.15E-08	1.89E-07	1.24E-07
chr1	27250001	27300000	1.18E-08	1.96E-07	8.56E-08
chr1	27300001	27350000	3.71E-08	1.74E-07	5.22E-08
chr1	27350001	27400000	1.49E-08	1.18E-07	5.58E-08
chr1	27400001	27450000	1.60E-08	9.07E-08	4.86E-08
chr1	27450001	27500000	5.87E-09	8.61E-08	7.74E-08
chr1	27500001	27550000	2.28E-08	1.56E-07	2.53E-08
chr1	27550001	27600000	1.37E-08	5.10E-08	7.87E-08
chr1	27600001	27650000	4.65E-08	6.29E-08	1.02E-07
chr1	27650001	27700000	2.33E-08	1.10E-07	4.26E-08
chr1	27700001	27750000	3.38E-08	5.32E-08	7.91E-08
chr1	27750001	27800000	1.83E-08	3.77E-08	5.23E-08
chr1	27800001	27850000	6.43E-09	4.73E-08	2.41E-08
chr1	27850001	27900000	3.84E-09	1.31E-08	2.13E-09
chr1	27900001	27950000	1.09E-08	4.56E-08	2.04E-08
chr1	27950001	28000000	1.22E-08	2.78E-08	1.91E-08
chr1	28000001	28050000	1.38E-08	1.24E-08	4.32E-08
chr1	28050001	28100000	8.67E-09	1.85E-08	2.78E-09
chr1	28100001	28150000	4.67E-09	6.45E-10	2.37E-09
chr1	28150001	28200000	2.49E-09	2.79E-10	6.92E-09
chr1	28200001	28250000	3.47E-09	7.56E-11	6.92E-09
chr1	28250001	28300000	1.39E-08	3.07E-08	2.40E-08
chr1	28300001	28350000	1.41E-08	4.80E-08	1.93E-08
chr1	28350001	28400000	4.40E-09	4.93E-09	5.02E-09
chr1	28400001	28450000	1.02E-08	2.61E-08	1.45E-09
chr1	28450001	28500000	5.86E-09	5.08E-08	1.04E-08
chr1	28500001	28550000	1.48E-08	3.24E-08	9.63E-09
chr1	28550001	28600000	4.09E-09	4.72E-08	2.15E-08
chr1	28600001	28650000	4.50E-09	6.66E-08	9.11E-09
chr1	28650001	28700000	1.96E-08	2.07E-08	1.23E-08
chr1	28700001	28750000	7.20E-09	3.55E-08	9.95E-09
chr1	28750001	28800000	1.60E-08	2.04E-08	6.17E-08
chr1	28800001	28850000	1.78E-08	5.33E-08	5.64E-08
chr1	28850001	28900000	1.20E-08	4.37E-08	5.12E-08
chr1	28900001	28950000	2.30E-08	2.46E-08	8.38E-08
chr1	28950001	29000000	2.38E-08	1.48E-08	2.11E-08
chr1	29000001	29050000	6.61E-09	3.70E-09	2.51E-09
chr1	29050001	29100000	2.86E-08	6.74E-08	5.51E-08
chr1	29100001	29150000	2.01E-08	2.53E-08	8.43E-08
chr1	29150001	29200000	3.30E-08	2.61E-08	3.69E-08
chr1	29200001	29250000	2.58E-08	3.11E-08	2.68E-08
chr1	29250001	29300000	1.54E-08	3.11E-08	5.01E-08
chr1	29300001	29350000	1.65E-08	3.11E-08	4.33E-08
chr1	29350001	29400000	6.46E-09	3.11E-08	1.29E-08
chr1	29400001	29450000	2.43E-08	3.11E-08	1.20E-08
chr1	29450001	29500000	4.70E-09	3.11E-08	4.19E-09
chr1	29500001	29550000	1.98E-08	3.11E-08	4.72E-08
chr1	29550001	29600000	2.06E-08	3.11E-08	1.52E-08
chr1	29600001	29650000	2.31E-08	3.11E-08	2.30E-08
chr1	29650001	29700000	2.07E-08	3.11E-08	5.61E-08
chr1	29700001	29750000	1.94E-08	1.86E-10	4.09E-08
chr1	29750001	29800000	3.65E-08	5.58E-08	5.64E-08
chr1	29800001	29850000	2.61E-08	2.90E-08	6.09E-08
chr1	29850001	29900000	1.49E-08	2.16E-08	2.61E-08
chr1	29900001	29950000	5.53E-09	1.64E-08	6.03E-09
chr1	29950001	30000000	1.75E-08	1.82E-08	6.50E-08
chr1	30000001	30050000	1.54E-08	2.45E-08	2.98E-08
chr1	30050001	30100000	1.11E-08	7.95E-09	6.04E-09
chr1	30100001	30150000	5.12E-09	8.90E-09	2.05E-08
chr1	30150001	30200000	8.79E-09	1.32E-08	5.08E-08
chr1	30200001	30250000	1.21E-08	1.14E-08	4.36E-08
chr1	30250001	30300000	1.34E-08	1.54E-08	1.02E-08
chr1	30300001	30350000	3.06E-08	1.35E-08	2.14E-08
chr1	30350001	30400000	1.32E-08	9.62E-09	1.69E-08
chr1	30400001	30450000	2.14E-08	8.86E-09	3.01E-08
chr1	30450001	30500000	2.35E-08	1.19E-08	2.20E-08
chr1	30500001	30550000	1.93E-08	7.17E-09	1.82E-08
chr1	30550001	30600000	1.77E-08	1.68E-09	3.05E-08
chr1	30600001	30650000	7.62E-09	7.54E-10	2.27E-08
chr1	30650001	30700000	1.37E-08	2.52E-08	2.00E-08
chr1	30700001	30750000	8.00E-09	3.16E-08	7.97E-09
chr1	30750001	30800000	1.35E-08	1.76E-08	6.47E-08
chr1	30800001	30850000	3.11E-08	4.48E-08	2.29E-08
chr1	30850001	30900000	1.92E-08	3.43E-08	1.45E-08
chr1	30900001	30950000	1.87E-08	3.39E-08	2.62E-08
chr1	30950001	31000000	4.87E-08	3.84E-08	6.94E-08
chr1	31000001	31050000	3.25E-08	1.56E-08	1.95E-08
chr1	31050001	31100000	4.31E-08	2.59E-08	2.41E-08
chr1	31100001	31150000	7.59E-08	3.40E-08	7.64E-08
chr1	31150001	31200000	2.54E-08	3.28E-11	1.88E-08
chr1	31200001	31250000	2.05E-08	5.80E-09	3.97E-09
chr1	31250001	31300000	2.18E-08	1.18E-10	1.16E-08
chr1	31300001	31350000	1.53E-08	2.97E-09	8.58E-09
chr1	31350001	31400000	5.55E-08	2.27E-08	1.54E-08
chr1	31400001	31450000	3.40E-08	2.70E-10	3.28E-08
chr1	31450001	31500000	6.57E-08	5.25E-08	2.62E-08
chr1	31500001	31550000	3.90E-08	3.54E-08	3.00E-08
chr1	31550001	31600000	2.73E-08	2.76E-08	4.42E-08
chr1	31600001	31650000	3.29E-08	3.50E-08	3.57E-08
chr1	31650001	31700000	1.47E-08	2.81E-08	3.99E-08
chr1	31700001	31750000	1.77E-08	5.32E-08	4.44E-08
chr1	31750001	31800000	1.42E-08	7.27E-08	4.10E-08
chr1	31800001	31850000	3.30E-08	5.21E-08	2.90E-08
chr1	31850001	31900000	1.18E-08	1.39E-08	2.38E-08
chr1	31900001	31950000	6.40E-09	1.50E-08	6.18E-09
chr1	31950001	32000000	4.12E-08	1.81E-08	1.03E-08
chr1	32000001	32050000	2.51E-08	5.42E-08	2.78E-08
chr1	32050001	32100000	3.71E-08	5.61E-08	3.80E-08
chr1	32100001	32150000	1.98E-08	6.38E-08	1.28E-08
chr1	32150001	32200000	3.60E-08	1.20E-07	7.88E-08
chr1	32200001	32250000	3.34E-08	5.31E-08	2.26E-08
chr1	32250001	32300000	3.40E-08	4.02E-08	2.26E-08
chr1	32300001	32350000	1.98E-08	5.53E-08	1.80E-08
chr1	32350001	32400000	4.44E-08	4.70E-08	1.18E-08
chr1	32400001	32450000	2.13E-08	3.77E-08	7.46E-09
chr1	32450001	32500000	1.34E-08	3.65E-08	1.13E-08
chr1	32500001	32550000	2.22E-08	3.76E-08	7.63E-09
chr1	32550001	32600000	2.13E-08	3.83E-08	2.26E-08
chr1	32600001	32650000	8.22E-08	4.10E-08	3.25E-08
chr1	32650001	32700000	6.34E-08	4.23E-08	9.10E-08
chr1	32700001	32750000	3.79E-08	3.32E-08	5.75E-08
chr1	32750001	32800000	1.64E-08	4.66E-08	3.07E-08
chr1	32800001	32850000	3.49E-08	1.60E-08	5.19E-08
chr1	32850001	32900000	3.86E-08	1.66E-08	5.97E-08
chr1	32900001	32950000	2.28E-08	1.22E-08	3.72E-08
chr1	32950001	33000000	2.38E-08	1.22E-08	5.35E-08
chr1	33000001	33050000	2.72E-08	1.18E-08	9.48E-08
chr1	33050001	33100000	4.70E-08	1.14E-08	2.34E-08
chr1	33100001	33150000	4.14E-08	9.12E-09	4.48E-08
chr1	33150001	33200000	5.01E-08	1.07E-08	2.90E-08
chr1	33200001	33250000	2.59E-08	1.22E-08	9.66E-09
chr1	33250001	33300000	6.09E-08	1.24E-08	1.36E-08
chr1	33300001	33350000	3.07E-08	1.13E-08	2.01E-08
chr1	33350001	33400000	3.55E-08	8.04E-09	5.37E-09
chr1	33400001	33450000	3.06E-08	7.83E-09	5.48E-09
chr1	33450001	33500000	4.75E-08	9.69E-09	1.35E-08
chr1	33500001	33550000	5.88E-08	8.30E-09	1.98E-08
chr1	33550001	33600000	4.34E-08	7.27E-09	1.19E-08
chr1	33600001	33650000	5.73E-08	1.09E-08	2.63E-08
chr1	33650001	33700000	3.31E-08	7.67E-09	3.73E-08
chr1	33700001	33750000	5.38E-08	8.73E-09	6.69E-08
chr1	33750001	33800000	1.76E-08	1.12E-08	2.69E-08
chr1	33800001	33850000	3.21E-08	1.11E-08	7.12E-08
chr1	33850001	33900000	5.53E-08	1.12E-08	3.52E-08
chr1	33900001	33950000	1.87E-08	1.12E-08	1.47E-08
chr1	33950001	34000000	1.79E-08	1.11E-08	1.29E-08
chr1	34000001	34050000	1.33E-08	1.10E-08	8.60E-09
chr1	34050001	34100000	1.42E-08	1.10E-08	9.20E-09
chr1	34100001	34150000	6.68E-09	1.02E-08	1.67E-08
chr1	34150001	34200000	4.44E-09	9.03E-09	3.08E-09
chr1	34200001	34250000	2.78E-08	1.07E-08	1.29E-08
chr1	34250001	34300000	2.21E-08	1.10E-08	1.44E-08
chr1	34300001	34350000	3.07E-08	1.12E-08	3.53E-08
chr1	34350001	34400000	1.84E-08	1.13E-08	3.74E-09
chr1	34400001	34450000	2.68E-08	9.21E-09	1.10E-08
chr1	34450001	34500000	2.24E-08	9.33E-09	1.56E-08
chr1	34500001	34550000	1.93E-08	5.80E-09	1.16E-08
chr1	34550001	34600000	1.57E-08	4.72E-09	2.82E-09
chr1	34600001	34650000	1.98E-08	7.10E-09	4.90E-09
chr1	34650001	34700000	2.64E-08	4.63E-09	4.56E-09
chr1	34700001	34750000	1.77E-08	5.73E-09	1.11E-08
chr1	34750001	34800000	1.96E-08	6.22E-09	6.80E-09
chr1	34800001	34850000	2.71E-08	3.69E-09	2.39E-08
chr1	34850001	34900000	1.95E-08	4.94E-09	5.44E-09
chr1	34900001	34950000	1.60E-08	7.80E-09	8.88E-09
chr1	34950001	35000000	5.11E-08	6.46E-09	6.12E-09
chr1	35000001	35050000	1.86E-08	6.55E-09	9.77E-09
chr1	35050001	35100000	1.60E-08	7.76E-09	5.30E-09
chr1	35100001	35150000	7.77E-09	4.73E-09	3.73E-09
chr1	35150001	35200000	1.56E-08	3.53E-09	1.35E-08
chr1	35200001	35250000	6.08E-09	5.88E-09	1.96E-09
chr1	35250001	35300000	2.13E-09	1.42E-06	8.02E-10
chr1	35300001	35350000	1.59E-08	1.95E-08	3.16E-09
chr1	35350001	35400000	2.50E-08	8.48E-10	3.76E-09
chr1	35400001	35450000	3.59E-09	8.74E-11	2.52E-09
chr1	35450001	35500000	8.88E-09	9.06E-11	1.86E-09
chr1	35500001	35550000	1.56E-08	5.29E-10	1.21E-08
chr1	35550001	35600000	2.21E-08	2.08E-10	2.20E-08
chr1	35600001	35650000	8.93E-09	2.23E-10	3.62E-09
chr1	35650001	35700000	1.80E-08	7.49E-11	4.08E-09
chr1	35700001	35750000	4.24E-08	1.05E-10	1.47E-08
chr1	35750001	35800000	1.62E-08	1.44E-08	1.07E-08
chr1	35800001	35850000	2.23E-08	9.15E-09	1.50E-08
chr1	35850001	35900000	2.03E-08	1.36E-08	1.36E-08
chr1	35900001	35950000	8.41E-09	2.70E-10	4.76E-09
chr1	35950001	36000000	7.91E-09	1.07E-09	6.40E-10
chr1	36000001	36050000	1.22E-08	5.88E-11	1.57E-09
chr1	36050001	36100000	5.44E-09	5.74E-10	4.53E-09
chr1	36100001	36150000	1.43E-08	4.32E-10	1.63E-09
chr1	36150001	36200000	5.40E-09	1.29E-11	1.31E-09
chr1	36200001	36250000	8.80E-10	5.95E-10	1.11E-09
chr1	36250001	36300000	8.34E-09	6.38E-10	1.13E-09
chr1	36300001	36350000	5.03E-09	2.77E-11	2.03E-09
chr1	36350001	36400000	1.08E-08	1.44E-08	4.34E-09
chr1	36400001	36450000	6.82E-09	5.58E-09	1.60E-09
chr1	36450001	36500000	5.72E-09	3.59E-09	6.96E-10
chr1	36500001	36550000	6.14E-09	3.02E-09	6.96E-10
chr1	36550001	36600000	9.93E-10	1.06E-09	5.26E-10
chr1	36600001	36650000	8.03E-10	5.11E-10	8.37E-10
chr1	36650001	36700000	2.42E-09	9.42E-10	2.38E-10
chr1	36700001	36750000	1.93E-09	1.58E-08	2.06E-09
chr1	36750001	36800000	1.29E-08	7.75E-09	3.38E-09
chr1	36800001	36850000	5.30E-09	2.78E-09	9.61E-09
chr1	36850001	36900000	4.99E-09	2.37E-09	2.26E-09
chr1	36900001	36950000	1.69E-08	2.43E-09	1.06E-08
chr1	36950001	37000000	2.23E-09	2.47E-09	3.86E-09
chr1	37000001	37050000	4.65E-09	2.23E-09	4.22E-09
chr1	37050001	37100000	2.41E-09	2.52E-09	1.81E-08
chr1	37100001	37150000	1.34E-08	2.17E-09	1.66E-08
chr1	37150001	37200000	1.53E-08	2.40E-09	2.39E-08
chr1	37200001	37250000	7.28E-09	2.40E-09	1.13E-08
chr1	37250001	37300000	6.76E-09	2.47E-09	1.38E-08
chr1	37300001	37350000	1.33E-08	2.27E-09	1.02E-08
chr1	37350001	37400000	1.60E-08	2.19E-09	1.08E-08
chr1	37400001	37450000	2.71E-08	9.40E-09	1.96E-08
chr1	37450001	37500000	4.28E-08	9.65E-09	1.65E-08
chr1	37500001	37550000	2.51E-08	5.11E-09	1.96E-08
chr1	37550001	37600000	1.34E-08	6.19E-09	8.30E-09
chr1	37600001	37650000	2.00E-08	8.93E-09	3.35E-08
chr1	37650001	37700000	2.24E-08	1.14E-08	2.78E-08
chr1	37700001	37750000	2.35E-08	1.22E-08	2.06E-08
chr1	37750001	37800000	5.16E-09	1.56E-08	8.27E-09
chr1	37800001	37850000	4.98E-09	9.99E-09	3.32E-09
chr1	37850001	37900000	6.62E-09	1.10E-08	9.68E-09
chr1	37900001	37950000	9.65E-09	2.28E-08	7.78E-09
chr1	37950001	38000000	1.39E-08	3.71E-08	5.45E-09
chr1	38000001	38050000	1.88E-08	3.37E-08	1.14E-08
chr1	38050001	38100000	1.20E-08	4.76E-08	3.79E-09
chr1	38100001	38150000	1.98E-09	2.90E-08	8.38E-09
chr1	38150001	38200000	1.77E-09	1.99E-08	3.29E-09
chr1	38200001	38250000	1.35E-09	1.47E-08	2.92E-09
chr1	38250001	38300000	1.77E-09	1.16E-08	2.11E-09
chr1	38300001	38350000	8.12E-09	1.56E-08	4.54E-09
chr1	38350001	38400000	1.89E-09	1.30E-08	2.94E-09
chr1	38400001	38450000	1.01E-08	1.96E-08	1.03E-08
chr1	38450001	38500000	1.39E-08	1.65E-08	9.86E-09
chr1	38500001	38550000	8.55E-09	2.23E-08	9.00E-09
chr1	38550001	38600000	4.67E-09	2.22E-08	5.68E-09
chr1	38600001	38650000	6.72E-09	2.18E-08	4.37E-09
chr1	38650001	38700000	7.78E-09	2.37E-08	5.36E-09
chr1	38700001	38750000	1.50E-08	2.11E-08	1.71E-09
chr1	38750001	38800000	1.02E-08	2.02E-08	7.87E-09
chr1	38800001	38850000	8.30E-09	2.12E-08	5.68E-09
chr1	38850001	38900000	1.07E-08	5.74E-09	4.67E-09
chr1	38900001	38950000	7.90E-09	5.47E-09	3.39E-09
chr1	38950001	39000000	5.14E-09	4.59E-09	3.48E-09
chr1	39000001	39050000	1.65E-08	4.59E-09	8.46E-09
chr1	39050001	39100000	2.31E-08	4.14E-09	9.36E-09
chr1	39100001	39150000	4.03E-09	4.38E-09	6.57E-09
chr1	39150001	39200000	7.53E-09	1.68E-09	1.94E-09
chr1	39200001	39250000	3.31E-09	4.58E-09	4.47E-09
chr1	39250001	39300000	6.56E-09	5.41E-09	3.92E-09
chr1	39300001	39350000	1.07E-08	4.66E-09	8.42E-09
chr1	39350001	39400000	1.04E-08	2.14E-09	2.09E-09
chr1	39400001	39450000	1.74E-08	1.77E-09	6.62E-09
chr1	39450001	39500000	6.77E-09	1.64E-09	3.78E-09
chr1	39500001	39550000	1.20E-08	1.41E-09	4.12E-09
chr1	39550001	39600000	1.59E-08	4.20E-09	1.47E-08
chr1	39600001	39650000	1.37E-08	4.31E-09	4.77E-09
chr1	39650001	39700000	6.98E-09	5.09E-10	1.79E-08
chr1	39700001	39750000	1.09E-08	3.28E-10	5.93E-09
chr1	39750001	39800000	2.24E-08	4.49E-10	1.14E-08
chr1	39800001	39850000	2.97E-08	4.56E-10	1.40E-08
chr1	39850001	39900000	2.46E-08	2.28E-10	2.32E-08
chr1	39900001	39950000	1.67E-08	2.43E-10	3.83E-09
chr1	39950001	40000000	7.95E-09	5.18E-10	4.36E-09
chr1	40000001	40050000	7.28E-09	4.96E-10	1.73E-09
chr1	40050001	40100000	2.20E-08	4.39E-10	9.98E-09
chr1	40100001	40150000	1.59E-09	4.49E-10	1.30E-09
chr1	40150001	40200000	5.39E-09	4.32E-10	1.19E-09
chr1	40200001	40250000	3.13E-09	4.38E-10	6.21E-10
chr1	40250001	40300000	3.57E-09	4.24E-10	1.61E-09
chr1	40300001	40350000	5.62E-09	4.24E-10	3.30E-09
chr1	40350001	40400000	6.54E-09	3.75E-10	3.74E-09
chr1	40400001	40450000	1.77E-08	3.20E-09	1.75E-09
chr1	40450001	40500000	7.23E-09	2.13E-09	2.41E-09
chr1	40500001	40550000	5.92E-09	3.35E-09	2.48E-09
chr1	40550001	40600000	2.70E-09	3.27E-09	1.61E-09
chr1	40600001	40650000	1.44E-08	1.36E-09	5.57E-09
chr1	40650001	40700000	1.40E-08	4.95E-09	3.98E-09
chr1	40700001	40750000	1.42E-08	4.54E-09	8.04E-09
chr1	40750001	40800000	7.66E-09	4.68E-09	5.98E-09
chr1	40800001	40850000	9.71E-09	8.03E-09	2.14E-09
chr1	40850001	40900000	1.01E-08	5.15E-09	5.40E-09
chr1	40900001	40950000	5.83E-09	5.09E-09	2.52E-09
chr1	40950001	41000000	4.36E-09	4.19E-09	2.73E-09
chr1	41000001	41050000	5.58E-09	4.48E-09	4.34E-09
chr1	41050001	41100000	1.13E-08	3.85E-09	4.65E-09
chr1	41100001	41150000	1.55E-08	3.34E-09	3.27E-09
chr1	41150001	41200000	6.53E-09	3.56E-09	3.27E-09
chr1	41200001	41250000	3.06E-09	4.32E-09	1.06E-09
chr1	41250001	41300000	5.92E-09	8.13E-10	3.27E-09
chr1	41300001	41350000	2.90E-09	8.15E-10	2.30E-09
chr1	41350001	41400000	4.58E-09	8.14E-10	2.10E-09
chr1	41400001	41450000	5.70E-09	8.05E-10	2.76E-09
chr1	41450001	41500000	2.14E-09	7.49E-10	7.77E-10
chr1	41500001	41550000	1.86E-09	7.54E-10	2.68E-09
chr1	41550001	41600000	2.05E-09	4.47E-10	2.00E-09
chr1	41600001	41650000	1.91E-09	5.68E-10	2.70E-09
chr1	41650001	41700000	1.11E-09	4.66E-10	2.63E-09
chr1	41700001	41750000	1.52E-09	6.83E-10	1.61E-09
chr1	41750001	41800000	6.00E-09	4.54E-10	4.11E-09
chr1	41800001	41850000	2.49E-09	2.50E-08	1.84E-09
chr1	41850001	41900000	4.22E-09	9.18E-09	2.09E-09
chr1	41900001	41950000	6.14E-09	4.54E-09	2.81E-09
chr1	41950001	42000000	8.86E-09	4.49E-09	2.35E-09
chr1	42000001	42050000	3.83E-09	3.96E-09	8.55E-10
chr1	42050001	42100000	2.68E-09	8.11E-09	1.50E-09
chr1	42100001	42150000	1.21E-08	4.33E-09	5.24E-10
chr1	42150001	42200000	1.63E-09	4.33E-09	9.75E-10
chr1	42200001	42250000	7.50E-09	1.93E-09	4.04E-09
chr1	42250001	42300000	4.43E-09	2.41E-09	2.58E-09
chr1	42300001	42350000	8.21E-09	3.83E-10	7.99E-09
